location_id,address_1,address_2,city,state,zip,county,country,location_source_value,latitude,longitude
8520,1054 Hettinger Track Suite 94,,Dedham,,2026,Norfolk County,FI,b1bdb59b-50a3-4995-b4e8-ef08f92df1ab,42.1862619362882,-71.2456304800654
8521,695 Will Ranch,,Rehoboth,,,Bristol County,FI,b1bfa5fe-9290-4994-92da-6ad86d29b0cd,41.8325659186609,-71.2882730075768
8522,720 Dickens Ranch,,Saugus,,,Essex County,FI,b1c2ff18-bfcb-449c-ad60-b005ca956cdc,42.4632379294718,-70.9997113658865
8523,425 Hyatt Mall,,Dover,,,Norfolk County,FI,b1c5156d-fa84-42fe-8afb-bff7b90095cc,42.2252582702445,-71.2992328960598
8524,768 Schultz Ville Apt 40,,Lawrence,,1843,Essex County,FI,b1cc293f-a512-46f3-9bc7-aa9ec3cf802a,42.7265667748567,-71.1173909580143
8525,659 Kunze Terrace Unit 2,,Middleborough,,,Plymouth County,FI,b1cd72eb-2fce-4395-ba01-8924116c63e2,41.8455481750158,-70.8644640682465
8526,893 Frami Trail,,Boston,,2116,Suffolk County,FI,b1d7da14-c8c5-4a4c-b26c-829ba4acbd5b,42.3418976102414,-71.0159377354091
8527,360 Schmitt Mews,,Quincy,,2171,Norfolk County,FI,b1d9feb2-9107-4bcf-958b-ba6612dabc97,42.2503886671088,-71.1153576635957
8528,269 Zemlak Frontage road Unit 90,,Holyoke,,1040,Hampden County,FI,b1dd276d-b2d4-44bb-8e1c-c257e4d8a78f,42.2330993030985,-72.6753666023142
8529,594 Rice Viaduct,,South Hadley,,,Hampshire County,FI,b1decca6-c445-4646-8dbc-89f8c8c1a56d,42.2551757090052,-72.5803221376955
8530,230 Kshlerin Lodge,,Stow,,,Middlesex County,FI,b1eaf01f-6169-4c20-8416-0ae23eb61ca3,42.3816928352669,-71.4950284797678
8531,498 Hintz Lane Unit 65,,Braintree,,2184,Norfolk County,FI,b1eddc3c-13b3-4155-ac4b-dfe837b95560,42.2373227817559,-71.0310047753191
8532,913 Hills Boulevard Suite 89,,Holyoke,,1040,Hampden County,FI,b1fedd9f-b3a0-49fa-8af2-3d37e1bea754,42.2270714114342,-72.5949126326323
8533,165 Denesik Throughway,,Boston,,2110,Suffolk County,FI,b2041991-4c88-434e-9c47-6afb052e3144,42.3554728572051,-71.0891291085481
8534,448 Nikolaus Trafficway Apt 21,,Billerica,,,Middlesex County,FI,b2045cc0-344f-4eff-a79d-bc00fcba32b3,42.5752468798386,-71.2860221305833
8535,905 Schmitt Neck Suite 42,,Concord,,,Middlesex County,FI,b20713af-8cff-4afc-827f-cdd75949f3af,42.491874531221,-71.3630392557507
8536,324 Dicki Spur Apt 61,,New Bedford,,2744,Bristol County,FI,b20d8068-2448-4613-9099-19825859b50c,41.7609965298693,-70.8947216216521
8537,111 Mayer Lane,,Brockton,,2351,Plymouth County,FI,b20e6cc7-fa11-432a-9d48-6ef164cafc41,42.0670118940268,-71.0134139440457
8538,533 Littel Meadow Suite 82,,Cambridge,,2138,Middlesex County,FI,b21068d9-99d5-4342-90ba-500415b1c02e,42.3723034848517,-71.1547692853582
8539,475 Lueilwitz Frontage road,,Brockton,,2301,Plymouth County,FI,b214935f-c407-4ff3-bd54-256aba92abf1,42.1261022452864,-70.9898189875149
8540,1011 Thompson Burg,,Brewster,,,Barnstable County,FI,b2165099-4d7e-4522-bd15-15ed55d34abb,41.7230084467577,-70.0426878680752
8541,145 Ritchie Dale Suite 81,,Mansfield,,,Bristol County,FI,b21e6d72-49cd-4086-ae91-554d2e3e1792,42.0005347671917,-71.2379723952927
8542,563 Blick Orchard Suite 15,,Needham,,,Norfolk County,FI,b220ca97-583d-4657-a128-1e4addc130c5,42.3209093061156,-71.2906992049815
8543,538 Murphy Landing,,Boston,,2120,Suffolk County,FI,b22658b1-5404-460b-ba45-bcd3202b7d97,42.3494367468692,-71.1296399920477
8544,356 Lakin Heights,,Cambridge,,2142,Middlesex County,FI,b22e4ec8-11b5-44b4-9fbc-4d241ccbde1f,42.3517487954369,-71.1700320484271
8545,578 Kris Course,,Gloucester,,1930,Essex County,FI,b2309f63-57f5-4e06-b291-44f7964636de,42.5979891958746,-70.6857279465078
8546,953 Fahey Underpass Apt 62,,Brockton,,2301,Plymouth County,FI,b23455d3-73b2-4c79-86c9-4cf3c081b50a,42.0833620889219,-71.0273457351453
8547,516 Murphy Run Unit 72,,Everett,,,Middlesex County,FI,b239fdd3-b1ab-486d-9665-2089af8c7482,42.4230165485512,-71.0153236134491
8548,307 Sauer Byway Unit 63,,Abington,,,Plymouth County,FI,b23a2ec1-84ac-44b3-9d74-c5b195dec27b,42.0782010923975,-71.0027916411092
8549,957 Rohan Mall Unit 22,,Falmouth,,2540,Barnstable County,FI,b23beeb3-5f8b-4cfa-a4f3-fac614076ab2,41.5907334416959,-70.5931619794665
8550,975 Romaguera Bypass,,Northampton,,1060,Hampshire County,FI,b23e019a-a042-407c-bedd-96e09190d745,42.3285012726457,-72.6284409961908
8551,182 Dickinson Haven,,Dartmouth,,,Bristol County,FI,b23e87a6-9f0e-4dfb-a06a-3587bb24213b,41.5473825809754,-70.9901892416095
8552,901 Reynolds Parade,,Burlington,,1730,Middlesex County,FI,b24045cf-4a69-4359-a6d6-eb572ee28318,42.4793859596732,-71.1912836293464
8553,672 Howe Annex,,Lakeville,,,Plymouth County,FI,b24d6908-bac7-444d-aff8-766544fc7624,41.8433644021651,-70.9679412244099
8554,322 Jones Spur,,Lunenburg,,1462,Worcester County,FI,b254fb6e-2ff3-40e8-958a-31959e8d78e4,42.6030911508134,-71.7319554594648
8555,547 Kessler Gate,,Newburyport,,,Essex County,FI,b256eb31-f87c-433c-a0c0-b08f23acb86d,42.8381034707811,-70.8410389065002
8556,363 Wisoky Pathway,,Brockton,,2302,Plymouth County,FI,b258b173-54c3-47a5-ac2c-be6d7fd089bf,42.0793786325939,-71.020952359488
8557,355 Romaguera Frontage road Apt 91,,Worcester,,,Worcester County,FI,b25aa629-ed62-4221-9cb7-b9ff9df1d72e,42.2205732451896,-71.806817801001
8558,733 Gulgowski Terrace Suite 66,,Worcester,,1610,Worcester County,FI,b26463d9-dcb1-48c3-a972-38e12e2e5311,42.2320775393091,-71.7662203815818
8559,985 Beier Avenue,,Swampscott,,,Essex County,FI,b26e7817-5317-4be4-b563-e23fda7921ad,42.4566765330327,-70.8469467849967
8560,704 Runolfsdottir Fort Apt 43,,Boston,,2210,Suffolk County,FI,b27e2842-8075-4341-82e9-df1244eaf3e2,42.2897147232989,-71.1029793212282
8561,827 Kirlin Common Suite 90,,Pembroke,,,Plymouth County,FI,b27f4675-9a61-491a-8d17-ef2a8e6a68bc,42.0223810308555,-70.8075630810342
8562,733 Schulist Wynd,,Rowley,,1969,Essex County,FI,b27f98df-1059-4470-94bd-b3f651beb03b,42.6828538535773,-70.9306226119104
8563,789 Waelchi Ville,,Burlington,,1803,Middlesex County,FI,b2831133-cf0a-45d3-a333-2f2db6934115,42.4974095508065,-71.2211804925835
8564,534 Murazik Arcade,,Groton,,,Middlesex County,FI,b2835a18-6863-4ea6-9568-4ef9533c1711,42.6140771128334,-71.5752011928555
8565,371 Hirthe Frontage road,,Middleborough,,,Plymouth County,FI,b285cfc2-9da7-4baf-b091-14df87f10a6f,41.920503139704,-70.8491026532708
8566,217 Baumbach Lock,,Haverhill,,1832,Essex County,FI,b28acd60-b5f6-4dde-8771-3bdd535ece7c,42.7250710458004,-71.049362393694
8567,343 Schoen Green,,Acton,,,Middlesex County,FI,b2a31506-557b-4d4f-b201-6aeb238b74e0,42.4929156472098,-71.4653221334905
8568,718 Howe Rest Unit 69,,Lowell,,1854,Middlesex County,FI,b2a8ce85-8b5d-4129-a843-ee20142d263f,42.6411841386839,-71.3461216395957
8569,531 Reinger Grove,,Bellingham,,2019,Norfolk County,FI,b2b77504-e08c-4695-843d-92937133fead,42.0561801016292,-71.464110419099
8570,724 Stoltenberg Key,,Norwood,,2090,Norfolk County,FI,b2c08c26-6969-4efc-ba60-52e8fee3c9a1,42.203472688227,-71.1526072800248
8571,851 Hegmann Club,,Gardner,,,Worcester County,FI,b2c0988d-c117-4942-a389-71314ece4c65,42.5745070169674,-71.9382543998798
8572,576 Gorczany Heights Unit 68,,Holden,,,Worcester County,FI,b2c1dac5-3bea-4cc7-8c72-8437b27cf10b,42.3096935234686,-71.8591109207732
8573,854 Ritchie Mews,,Grafton,,,Worcester County,FI,b2c38dbf-9065-4b1c-bc3a-938b85a10249,42.2188948580482,-71.7225348773522
8574,333 Grimes Grove,,Brookline,,2215,Norfolk County,FI,b2c3bcaa-5444-495e-8b33-3c5227d3b0cf,42.3924230683963,-71.1159997732352
8575,308 Stark Byway Unit 25,,Warren,,1585,Worcester County,FI,b2cfe024-a162-4931-afbc-6bbe2638428e,42.180501145212,-72.1800723609924
8576,493 Lowe Burg Suite 85,,Watertown,,,Middlesex County,FI,b2d02aba-c8d0-4ba5-bf1d-16c0ff69c4ec,42.4001471758964,-71.1968799514872
8577,743 Connelly Way Unit 94,,Blackstone,,,Worcester County,FI,b2d77ba2-da31-461a-b16e-1cd38bbf0dc1,42.0333167080738,-71.5601702318414
8578,268 Hansen Heights,,Manchester-by-the-Sea,,,Essex County,FI,b2d81649-f1cc-40d5-aa90-486f5ed2ea76,42.5292723481095,-70.7319200854715
8579,712 Schinner Manor Apt 22,,West Tisbury,,,Dukes County,FI,b2de1cfd-3d76-4130-b834-4f4c7b03e06e,41.4259022541898,-70.6287695178779
8580,647 Koepp Gateway,,Pittsfield,,1201,Berkshire County,FI,b2de4c39-8f1a-4b9a-848e-3f1f601674da,42.4786494063113,-73.2728023676909
8581,1058 Kuphal Course,,Peabody,,1960,Essex County,FI,b2e1ad51-4465-4f87-8739-221fb5c2b966,42.544606195962,-70.9744991270312
8582,199 Parker Bay,,Worcester,,1608,Worcester County,FI,b2e6c986-b570-44bd-916c-87e17675f4c8,42.2231487686976,-71.8596711979736
8583,727 Swaniawski Divide,,Westport,,,Bristol County,FI,b2ed5185-6ee7-4e38-b4b4-3b0a4d8c50c5,41.618448313285,-71.1270781234749
8584,1044 Marvin Street Apt 66,,Lowell,,1851,Middlesex County,FI,b2ef0e48-3e8c-49e5-af47-9f525a41d730,42.619747345631,-71.307927627248
8585,1052 Pagac Arcade,,Plymouth,,2360,Plymouth County,FI,b2f32c99-c90a-416d-a706-965aa60599d6,41.8596776486327,-70.5857189523115
8586,1060 Prosacco Spur Apt 43,,Franklin,,2038,Norfolk County,FI,b2f70f46-9e8c-4c96-a70f-395850310140,42.1104516812251,-71.3674691548368
8587,1081 Little Port,,Winthrop,,2152,Suffolk County,FI,b2f7632a-8afa-42c3-b942-7587e6ad2100,42.3392724608328,-71.0086466821316
8588,802 Veum Terrace Apt 8,,Greenfield,,1301,Franklin County,FI,b3077db5-b670-40ec-933f-016bec17f292,42.6086801437059,-72.6459896008828
8589,993 Bauch Viaduct Unit 57,,Cambridge,,2139,Middlesex County,FI,b309fab7-ce5f-4355-b2ed-b5289f0c565e,42.3882244506908,-71.1505235179023
8590,102 Waelchi Forge Unit 68,,Eastham,,,Barnstable County,FI,b30f93a4-047e-4959-9450-de9d59224850,41.8149410424965,-70.0032848297365
8591,680 Hettinger Avenue,,Leominster,,1420,Worcester County,FI,b3143ee1-fc5b-4c49-b392-af6ebd403515,42.5425080987116,-71.8321236272931
8592,796 Lowe Track,,Newton,,2466,Middlesex County,FI,b31c3fce-bd9a-45af-9ed3-f17834854b0a,42.3439324121497,-71.2027636037149
8593,702 Grady Rue,,Acushnet,,,Bristol County,FI,b324b35d-79e2-48c3-83bd-6c5fd92d3b70,41.7035073004531,-70.8846954625441
8594,1070 Steuber Crossing,,Natick,,,Middlesex County,FI,b3267c92-93a1-4e2a-98e7-0eb6d6f1b8f1,42.2520111297917,-71.3780244330178
8595,1012 Schuppe Hollow,,Needham,,,Norfolk County,FI,b32c3816-cb8a-4761-a87a-ab5cbff5a547,42.281821554937,-71.2400590547949
8596,266 Windler Drive Unit 37,,Rowley,,,Essex County,FI,b33005df-6c11-4d30-9dec-525b3b490839,42.6789570303322,-70.8529005393496
8597,353 Ankunding Fork Suite 16,,Malden,,2148,Middlesex County,FI,b330abf0-4d63-4a64-a75a-efa297b67bb6,42.4112326637442,-71.106868762047
8598,370 Leuschke Dale Suite 32,,Falmouth,,,Barnstable County,FI,b33532e7-fb75-44c6-a549-472d03a1e015,41.5534969611734,-70.5749655911445
8599,337 Feil Tunnel Apt 87,,Boston,,2111,Suffolk County,FI,b3383ad2-958c-4170-b0f4-78b59311c379,42.3061249587352,-71.1082775284121
8600,134 Vandervort Branch Unit 67,,Auburn,,,Worcester County,FI,b338ca69-df86-4fa2-b588-7a9abd0916c6,42.1919746642046,-71.8891503820081
8601,688 Huel Lodge,,Milford,,,Worcester County,FI,b3435d6f-2a58-4cb8-abc7-c66cea9c6075,42.1209807046865,-71.5468736053243
8602,297 Little Fork Unit 78,,Westfield,,1086,Hampden County,FI,b34a15b3-88f7-43f3-895e-83db43eb0fd1,42.188273510552,-72.7241907734137
8603,502 King Lane,,Townsend,,1469,Middlesex County,FI,b34da298-36c0-4939-9cc5-c9b578560ede,42.6847308808758,-71.7284817507675
8604,551 Mraz Road,,Westwood,,,Norfolk County,FI,b350883b-0f6b-4a29-81bc-55ea05a7af56,42.222036768719,-71.2047058707305
8605,1061 Rosenbaum Hollow Apt 72,,Framingham,,1702,Middlesex County,FI,b3517f30-c4f2-4e84-9a16-45b3c022c7b4,42.3109913518629,-71.4194856403791
8606,1004 Satterfield Key Unit 58,,Boston,,2124,Suffolk County,FI,b3518395-72ba-444c-8a79-0f342f98ed92,42.3738467635647,-71.0152649322953
8607,779 Vandervort Ville,,Warren,,1083,Worcester County,FI,b3559d0d-8a96-4768-80ff-a82f968908d5,42.2849633375677,-72.1475550777648
8608,334 Hamill Lodge,,Worcester,,1603,Worcester County,FI,b3586b42-d841-40de-b40e-c906ece9bf86,42.2698290546486,-71.6974823241524
8609,828 Prosacco Dam,,New Bedford,,2746,Bristol County,FI,b35db05e-31c1-48ed-a07d-f2bd3fbdb75b,41.6967984566176,-70.9613451845218
8610,256 Schoen Road,,Boston,,,Suffolk County,FI,b35e1434-e9f7-4d9d-a6e6-b6f8164ea18e,42.3088123138926,-71.1030824775487
8611,1088 Kuvalis Terrace Suite 3,,Holyoke,,1040,Hampden County,FI,b35e2ce1-0e2b-4778-b83b-ba2f8160742d,42.1958118856016,-72.6241949458812
8612,280 Bergstrom Overpass Suite 82,,Worcester,,1604,Worcester County,FI,b35efc37-fedd-4aef-b8e4-99580c6519f3,42.2947119121063,-71.8623718535025
8613,367 Heller Trail,,Watertown,,,Middlesex County,FI,b36630d5-ca08-4aea-87dd-ba27c94bf86b,42.4049766308706,-71.1935658827655
8614,594 Greenholt Track,,Brockton,,2351,Plymouth County,FI,b3679500-e7df-48d4-9f88-782da644f9d9,42.127217384635,-71.0193217603479
8615,563 Raynor Frontage road,,Townsend,,,Middlesex County,FI,b36ae76d-37f7-4271-9398-63e6165e8b76,42.681211154518,-71.6855820346429
8616,142 Schaefer Branch Suite 41,,Fall River,,2721,Bristol County,FI,b36ff05e-6e82-444f-b040-f8ec16812eab,41.7035756442621,-71.1779510232869
8617,197 McKenzie Burg Apt 21,,Chester,,1011,Hampden County,FI,b3764b57-a3fe-47e4-ac78-a7f6f586a2e8,42.3224077927159,-72.9332493150366
8618,128 Keebler Bay,,Boston,,2120,Suffolk County,FI,b3776946-1e32-4bdf-977e-17758a9f66c8,42.3232885971501,-71.1037123393175
8619,774 Thompson Parade,,Boston,,2108,Suffolk County,FI,b3792016-bd7e-4106-8f67-82b46e112b04,42.3515617728281,-71.0549640456206
8620,483 Krajcik Knoll Unit 35,,Amesbury,,1913,Essex County,FI,b3858b3b-5d9d-4fb5-a5cf-32494b17a8fb,42.8940864040164,-70.9762692902593
8621,843 Smitham Pathway Apt 48,,Marlborough,,,Middlesex County,FI,b389f248-3088-4d64-86b5-ae6da78df707,42.366779261915,-71.5162418373843
8622,1077 Bauch Approach Unit 25,,Holliston,,,Middlesex County,FI,b38b4163-1c71-4011-bdb6-8a9fc3a97bc2,42.2161328839143,-71.4099511327306
8623,419 Lang Underpass Unit 44,,Medford,,2155,Middlesex County,FI,b39a9508-6fa1-4ea3-935a-4da903ef5e6e,42.4337273709341,-71.124394353878
8624,903 Hauck Ranch,,Phillipston,,,Worcester County,FI,b39b2552-baf3-496a-bf9f-ba09a10ea1b2,42.5279350666677,-72.1213518308739
8625,708 Denesik Hollow Suite 57,,Taunton,,,Bristol County,FI,b39bbfa7-e1c1-432b-8e75-08c3e6c1263a,41.8609487261042,-71.1306435883698
8626,362 Kautzer Wynd,,Brewster,,,Barnstable County,FI,b39f23d1-3ce9-455f-bd49-88e153abf589,41.7009635456351,-70.0869866675098
8627,429 Kohler Path Apt 18,,Wakefield,,1880,Middlesex County,FI,b3aa20fd-b022-4e40-841c-eb6faa01a15e,42.4765824968163,-71.0972697566685
8628,257 Kunze Viaduct,,Medford,,2155,Middlesex County,FI,b3b280f0-b45a-44c8-afb5-d039c4216fbd,42.3659367666929,-71.1219666508359
8629,344 Miller Well,,Waltham,,2451,Middlesex County,FI,b3b4b388-eace-4b37-9e1f-0d9e4026c294,42.4154703330321,-71.2752182175611
8630,969 Von Walk,,Framingham,,,Middlesex County,FI,b3b5a8ac-28c4-4a3a-a297-e666dc309843,42.3219190514956,-71.3889979226271
8631,565 Farrell Overpass,,Cambridge,,2139,Middlesex County,FI,b3b6f796-445c-4ba6-891b-7d2df300d915,42.413706768665,-71.1082994176859
8632,532 Rohan Landing Apt 11,,Somerset,,2726,Bristol County,FI,b3b81909-bd06-4ec8-93f9-1ea30a62568c,41.7344719936002,-71.1007069290444
8633,178 Schaden Mission Apt 95,,Hull,,,Plymouth County,FI,b3ba7d4f-01e9-4985-92ee-029fe55ded13,42.2677487378134,-70.9610904961414
8634,491 Bartell Bridge,,Franklin,,2038,Norfolk County,FI,b3c0b941-6f79-4257-a05d-3772cb54ac85,42.0847934702832,-71.3870135758691
8635,546 Monahan Station,,Winchendon,,1475,Worcester County,FI,b3cee3e2-c6f1-4773-91ec-437cd23c7ed7,42.68869432386,-72.0822995531123
8636,658 Kihn Walk,,Clinton,,1510,Worcester County,FI,b3e6de01-2ca1-4200-931b-f15a3bd1e33d,42.4547598714613,-71.6896159598492
8637,418 Roob Frontage road Unit 46,,Bellingham,,,Norfolk County,FI,b3e735b1-1a26-447e-a301-42ce53679067,42.1137480459758,-71.4592632202991
8638,643 Crooks Ville Unit 86,,Middleton,,,Essex County,FI,b3e88f1e-e521-430e-9eb8-43a14e577784,42.6035647575866,-71.0202898590855
8639,170 Turcotte Walk,,Marlborough,,1752,Middlesex County,FI,b3e92a55-95ba-48a7-b463-d31f1960a3b0,42.3691622471205,-71.5034854583095
8640,578 Kreiger Parade Apt 46,,Boston,,2163,Suffolk County,FI,b3f917e6-3b07-49cb-92cd-caf74731b37c,42.2862933665222,-71.1728053889937
8641,446 Bashirian Approach,,Auburn,,,Worcester County,FI,b3fa1e9c-a200-462b-9c4e-e669e4a21456,42.2103476169451,-71.8076118930539
8642,634 Doyle Grove Unit 74,,Leominster,,1420,Worcester County,FI,b402b546-d881-4ee2-a1a6-7d242abf9852,42.6011644345833,-71.8001900418073
8643,383 Balistreri Bypass Unit 43,,Hanover,,,Plymouth County,FI,b404aff8-1525-4a11-827e-8d5c672559ff,42.1406447982405,-70.8613810535909
8644,1013 Stokes Trace Apt 58,,Boston,,2124,Suffolk County,FI,b40ce82d-c0bf-4976-8125-4876b0c7b718,42.3321485669266,-71.0978781323004
8645,981 Schoen Annex Suite 82,,Wrentham,,,Norfolk County,FI,b40f1cde-eb60-4fd5-82fd-25bfd3af9372,42.0701439121705,-71.396603908324
8646,194 Goodwin View,,Lynnfield,,1940,Essex County,FI,b41104fe-f773-418e-8c04-a3354783cfb4,42.5149132070112,-71.0074458947156
8647,997 Boehm Route Apt 94,,Lunenburg,,1462,Worcester County,FI,b4114c7f-6b40-4f7d-9d82-9f4729782b06,42.625597147557,-71.7066890046575
8648,1073 Dare Mews Unit 23,,Marshfield,,2050,Plymouth County,FI,b425e980-166d-4ae1-b799-560c99de82f4,42.0866631048339,-70.7121847454737
8649,796 Rath Union Unit 70,,Leominster,,1453,Worcester County,FI,b42655dc-00df-4fcc-b167-12e6df2fa272,42.4979602173862,-71.7543862971761
8650,435 Cartwright Way,,Cambridge,,2472,Middlesex County,FI,b4271ce2-a09d-4097-a92e-06d37d678c1f,42.3673918452677,-71.1825994650388
8651,917 Leuschke Underpass Suite 77,,Taunton,,2718,Bristol County,FI,b430e34f-93cc-4fb4-b651-934915bc8af4,41.895440810063,-71.097119601552
8652,839 Zieme Port Suite 25,,Quincy,,2171,Norfolk County,FI,b431dbf8-cad8-4c3e-a603-e0118465331e,42.3370780871124,-71.0526080426588
8653,1067 Crist Trailer,,Bellingham,,,Norfolk County,FI,b435ebf7-3931-4310-ade4-b72dab3b457f,42.0340777174539,-71.463025036492
8654,1069 Wyman Burg,,Worcester,,1608,Worcester County,FI,b43742c1-bea3-4b09-8d86-41b14ce9b0ca,42.2054033406856,-71.7707839833542
8655,558 King Fort Unit 65,,Boston,,2119,Suffolk County,FI,b43c8e8d-362b-4eea-9738-3bc674b9ed41,42.2676432945907,-71.0935792036075
8656,484 Erdman Arcade Apt 0,,Lexington,,,Middlesex County,FI,b4469508-0ca3-4ba9-9a75-e2772f0b500e,42.4585039719757,-71.2363688130282
8657,922 Hahn Boulevard Unit 0,,Wayland,,,Middlesex County,FI,b44a14d8-92d9-4dae-81a9-647f68dbc150,42.3722967996655,-71.323759679128
8658,723 Kozey Wynd Suite 92,,Clinton,,,Worcester County,FI,b44acd7e-6876-4d93-bacc-bf0eca95ffbe,42.3875567334361,-71.6860673663336
8659,809 Considine Hollow,,Reading,,1867,Middlesex County,FI,b4515557-946a-4e12-a0bc-1f63e6603fe3,42.5489323579268,-71.1299953505882
8660,496 Kautzer Mill Unit 63,,Medford,,2155,Middlesex County,FI,b45ba779-5094-4a4b-beb0-54cdcc0b241e,42.4401873899786,-71.0947276248801
8661,740 Leannon Run Apt 71,,Marblehead,,,Essex County,FI,b45d3ce3-9c72-4e8d-962b-3504e34c3046,42.5225710200996,-70.8684612531245
8662,751 Hane Heights,,Chesterfield,,,Hampshire County,FI,b4645f4a-e83f-4b8b-83c6-d8f3d6fac3c7,42.3872920667408,-72.8498847796613
8663,716 Murray Way,,Mattapoisett,,,Plymouth County,FI,b4660452-73d0-4951-95de-4683e92d37ea,41.6733959913476,-70.7760851412315
8664,251 Kunze Brook Apt 90,,North Attleborough,,,Bristol County,FI,b476ad29-7df3-4755-88bb-010bf60b3be8,41.9620686739983,-71.3207199309226
8665,1089 Howell Annex Apt 27,,Lexington,,,Middlesex County,FI,b4815758-b74d-4c8f-bd7f-5f8eefbcaf3a,42.4628673225055,-71.1844348021177
8666,338 Sporer Trafficway Suite 1,,Dartmouth,,,Bristol County,FI,b4827fa2-0fb1-4e7d-943c-9476ef1ec985,41.5865877760643,-71.0015636328815
8667,501 Bruen Terrace,,Weymouth,,,Norfolk County,FI,b485f532-2e83-42f1-951f-8ae8165c0576,42.2401092554348,-70.9129161314357
8668,294 Baumbach Landing,,Millbury,,,Worcester County,FI,b489517f-40f2-41ba-a689-bab1feea5e60,42.2293692810244,-71.7728828199956
8669,448 Ankunding Green,,Beverly,,,Essex County,FI,b48ac75c-2fb1-4eba-9728-12b5a87e1166,42.5507235077515,-70.8753625093031
8670,950 Douglas Spur,,Lynn,,,Essex County,FI,b4903e5c-bcc8-42cf-a3d5-aa28af71738b,42.5100254270627,-70.9802774918003
8671,994 Hoppe Knoll Suite 97,,Hanson,,2341,Plymouth County,FI,b492be11-d6f5-4a3a-a673-553107280a8f,42.0525984361145,-70.832859722941
8672,135 Jones Wynd,,Montague,,,Franklin County,FI,b49a45b0-3c9b-47b1-ad82-185724f2f8b5,42.5254718006479,-72.5529387586283
8673,577 Hegmann Route,,Westport,,,Bristol County,FI,b49d97b2-be55-4fc2-9876-b3e32a0d5332,41.5914909010292,-71.1126232328225
8674,504 Parisian Extension,,Taunton,,2718,Bristol County,FI,b49ec9d3-aff6-4620-a2e9-0134f67faf55,41.8368239164766,-71.0353887539764
8675,516 Sipes Bay,,Dracut,,,Middlesex County,FI,b49f0e55-5988-4492-90b7-31f56d396666,42.6617831738129,-71.306051022688
8676,438 Stracke Port,,Milford,,1757,Worcester County,FI,b4a5f6d8-42be-4ade-b3b0-28773bf9ff25,42.1347625568878,-71.532010608156
8677,994 Reichel Meadow Suite 32,,Westfield,,1085,Hampden County,FI,b4aeb55f-4036-425a-b545-83042c3e5a1c,42.1236052816708,-72.8016253475264
8678,824 Spencer Common,,Concord,,,Middlesex County,FI,b4b03579-0924-4cf2-9015-97cdd85e3957,42.4490006612196,-71.3320272483666
8679,775 Stehr Lock,,Franklin,,2038,Norfolk County,FI,b4b5449d-fd2a-4bac-93b1-07f149acf434,42.1073187090815,-71.4261579739329
8680,171 Wolff Knoll Unit 35,,Newton,,2460,Middlesex County,FI,b4b9abac-96e4-4e39-8c4c-39212a84fef0,42.3157247184637,-71.2207019370679
8681,549 Jakubowski Heights,,Tewksbury,,,Middlesex County,FI,b4bdd43b-f336-4f8a-b7dd-ce35cfa4ef1d,42.6617021761855,-71.2041900469987
8682,750 Schuster Approach Unit 16,,Gloucester,,1930,Essex County,FI,b4c52b55-1f30-4493-acd2-ab89a9316406,42.6540822385371,-70.7176475727745
8683,802 Treutel Mill,,North Brookfield,,1535,Worcester County,FI,b4c7e389-dde2-4e3f-805f-777022d3de22,42.2475750518921,-72.0518968371541
8684,268 Bernier Boulevard Unit 77,,Leominster,,,Worcester County,FI,b4cfb82e-3009-46be-9aa8-d499e7a3d2cb,42.5215326453894,-71.8023401405264
8685,160 Kuphal Camp Suite 74,,Boston,,2136,Suffolk County,FI,b4d35f8a-a5cd-4f13-9473-e26bbcb0f01a,42.3861394162731,-71.0730679306539
8686,145 Crist Rest,,Littleton,,,Middlesex County,FI,b4d44e5f-aaf7-4072-890e-e31cd394863b,42.5234294491197,-71.5221203209651
8687,190 Moore Parade Suite 36,,New Bedford,,2748,Bristol County,FI,b4d5a6f6-7dff-4327-b92c-4b7a042e39bc,41.7489266111806,-70.8819968413539
8688,858 Schroeder Course,,Amherst,,,Hampshire County,FI,b4d6f9e8-09cc-4968-a7a6-1c1539f111ef,42.316473842636,-72.5135615519395
8689,924 Considine Village Apt 1,,Boston,,2115,Suffolk County,FI,b4d97788-9bd6-4d11-a9bb-66dc8389bcdf,42.2530588827983,-71.0719213043186
8690,573 Jast Vista,,Holyoke,,1040,Hampden County,FI,b4dedb77-527b-4359-b7b7-222eb33da8c2,42.1672687130331,-72.6647050115286
8691,179 Greenholt Plaza,,Boston,,2467,Suffolk County,FI,b4e3a407-9ca1-485a-be12-7b79ef5be422,42.3552623523087,-71.0826572036865
8692,111 Upton Way Suite 11,,Westport,,,Bristol County,FI,b4e6d84d-bf81-4d51-8e92-f29c9ff14452,41.5532737513695,-71.1295263859727
8693,758 Veum Ferry Suite 98,,Lexington,,2420,Middlesex County,FI,b4e8cbbb-0008-4a53-933d-eca0db19b4e9,42.4071481199122,-71.2143898643287
8694,740 Daugherty Burg,,Shrewsbury,,,Worcester County,FI,b4ec2de8-4643-48e9-b102-34f3c01eae6d,42.2933339016421,-71.7130753007236
8695,887 Koch Ville,,Sutton,,,Worcester County,FI,b4ec9d15-ba40-4c35-8e54-fe3d46646526,42.1302215004573,-71.7972609443182
8696,724 Williamson Crossing,,Kingston,,2364,Plymouth County,FI,b4ee0446-f569-49f7-a970-bbd4c6d1fc9a,41.9417416015297,-70.7790979172699
